# Expression Atlas
# Query: Genes matching: 'default query', specifically up/down differentially expressed in 1 comparisons  given the adjusted p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-MTAB-5783
# Timestamp: Fri, 13-Aug-2021 12:13:54
Gene ID	Gene Name	'Crohn's disease' vs 'normal' .foldChange	'Crohn's disease' vs 'normal'.pValue
ENSG00000122550	KLHL7	0.3	0.39786287878719
ENSG00000122557	HERPUD2	0.1	0.510323529763676
ENSG00000122565	CBX3	0.2	0.437283584390041
ENSG00000122566	HNRNPA2B1	0.5	3.89832748164749E-17
ENSG00000122574	WIPF3	-0.1	0.906407167574915
ENSG00000122585	NPY	-0.3	0.660886839659329
ENSG00000122591	FAM126A	-0.1	0.705200797773117
ENSG00000122592	HOXA7	-0.8	0.0713636115975685
ENSG00000122641	INHBA	1.1	2.31014771070837E-4
ENSG00000122642	FKBP9	0.1	0.477762921291602
ENSG00000122643	NT5C3A	0.5	0.00372589228483049
ENSG00000122644	ARL4A	0.2	0.503569247879827
ENSG00000122674	CCZ1	-0.1	0.662096694376906
ENSG00000122678	POLM	0.1	0.790773237171923
ENSG00000122679	RAMP3	-0.1	0.822988724766845
ENSG00000122687	MRM2	0.2	0.683181878204191
ENSG00000122691	TWIST1	0.6	0.227271795115985
ENSG00000122694	GLIPR2	0.4	0.0669734876333904
ENSG00000122696	SLC25A51	-0.3	0.504026228288031
ENSG00000122705	CLTA	-0.1	0.798523709000676
ENSG00000122707	RECK	-0.4	0.184993493654913
ENSG00000122711	SPINK4	1.1	4.14623449298328E-4
ENSG00000122728	TAF1L	-0.2	0.485334731424264
ENSG00000122729	ACO1	0.1	0.621887432868196
ENSG00000122733	PHF24	-0.3	0.498196748595333
ENSG00000122741	DCAF10	0.1	0.570531143609177
ENSG00000122756	CNTFR	-1.0	0.00281901410739778
ENSG00000122778	KIAA1549	-0.3	0.321388944689314
ENSG00000122783	CYREN	-0.3	0.329795254830305
ENSG00000122786	CALD1	0.7	0.00464811726308232
ENSG00000122824	NUDT10	-0.5	0.30022544313538
ENSG00000122861	PLAU	0.4	0.429553648424488
ENSG00000122862	SRGN	0.4	0.127381581034218
ENSG00000122863	CHST3	-0.2	0.631033438421972
ENSG00000122870	BICC1	0.6	0.0385423292540897
ENSG00000122872	ARL4AP1	0.3	0.60784690742746
ENSG00000122873	CISD1	-0.1	0.859522419649216
ENSG00000122877	EGR2	0.8	0.0539079355172179
ENSG00000122882	ECD	-0.2	0.324530000478847
ENSG00000122884	P4HA1	0.4	0.198241578398497
ENSG00000122912	SLC25A16	-0.1	0.551096833244044
ENSG00000122958	VPS26A	0.1	0.735794623205009
ENSG00000122965	RBM19	-0.4	0.0859790462637174
ENSG00000122966	CIT	-0.1	0.830603256488574
ENSG00000122970	IFT81	0.2	0.639101105551627
ENSG00000122971	ACADS	0.3	0.383439784099184
ENSG00000122986	HVCN1	-0.3	0.534976068581167
ENSG00000123064	DDX54	-0.2	0.358948178594021
ENSG00000123066	MED13L	0.1	0.39646304392344
ENSG00000123080	CDKN2C	-0.3	0.333310757558791
ENSG00000123091	RNF11	-0.1	0.631326731131865
ENSG00000123094	RASSF8	-0.1	0.726016987150471
ENSG00000123096	SSPN	0.6	0.00533951518597874
ENSG00000123104	ITPR2	-0.1	0.663780338159186
ENSG00000123106	CCDC91	0.3	0.0657525922716019
ENSG00000123119	NECAB1	0.1	0.826469796181219
ENSG00000123124	WWP1	0.1	0.292498543645842
ENSG00000123130	ACOT9	0.1	0.88895701522365
ENSG00000123131	PRDX4	0.8	0.0462331542139596
ENSG00000123136	DDX39A	0.1	0.75175320703208
ENSG00000123143	PKN1	-0.4	0.334397130815201
ENSG00000123146	ADGRE5	-0.1	0.833849586757199
ENSG00000123154	WDR83	-0.1	0.926497484206409
ENSG00000123159	GIPC1	0.9	8.53353535839202E-5
ENSG00000123178	SPRYD7	0.3	0.414740884530306
ENSG00000123179	EBPL	0.6	0.0933137986453401
ENSG00000123191	ATP7B	0.2	0.555355858553045
ENSG00000123200	ZC3H13	0.2	0.162716970021022
ENSG00000123201	GUCY1B2	-0.4	0.488625136332153
ENSG00000123213	NLN	-0.1	0.65496655996699
ENSG00000123219	CENPK	0.1	0.861291728770258
ENSG00000123240	OPTN	-0.2	0.292127185674626
ENSG00000123268	ATF1	-0.2	0.4238335147881
ENSG00000123297	TSFM	0.4	0.240397713898581
ENSG00000123329	ARHGAP9	0.3	0.310758077504141
ENSG00000123338	NCKAP1L	0.1	0.704418038845896
ENSG00000123342	MMP19	0.7	0.0746120840382956
ENSG00000123349	PFDN5	0.8	7.15479848914111E-5
ENSG00000123352	SPATS2	0.1	0.656032237965143
ENSG00000123353	ORMDL2	-0.1	0.920690155982632
ENSG00000123358	NR4A1	0.4	0.344842240709542
ENSG00000123374	CDK2	0.7	0.0222689282686715
ENSG00000123384	LRP1	-0.4	9.43588958188091E-5
ENSG00000123388	HOXC11	-1.1	0.00824337770052833
ENSG00000123395	ATG101	-0.1	0.822116310689637
ENSG00000123411	IKZF4	0.2	0.538939918439584
ENSG00000123415	SMUG1	-0.4	0.120832625194424
ENSG00000123416	TUBA1B	-0.2	0.663724805706553
ENSG00000123427	EEF1AKMT3	0.6	0.0426504570981444
ENSG00000123444	KBTBD4	0.2	0.762994136540391
ENSG00000123453	SARDH	-0.1	0.943845200480778
ENSG00000123472	ATPAF1	0.4	0.00789893224905285
ENSG00000123473	STIL	0.5	0.162281248744439
ENSG00000123485	HJURP	-0.1	0.806451138119205
ENSG00000123500	COL10A1	-0.1	0.890096618802094
ENSG00000123505	AMD1	0.1	0.540161448872063
ENSG00000123545	NDUFAF4	-0.1	0.888150184189397
ENSG00000123552	USP45	-0.1	0.777354147749701
ENSG00000123560	PLP1	-0.3	0.502052942123673
ENSG00000123561	SERPINA7	-0.4	0.474955773873762
ENSG00000123570	RAB9B	0.5	0.344086875524457
ENSG00000123572	NRK	0.6	0.196479167428447
ENSG00000123575	FAM199X	0.3	0.239530443856747
ENSG00000123595	RAB9A	-0.2	0.633805343519736
ENSG00000123600	METTL8	0.1	0.787037264797897
ENSG00000123609	NMI	0.1	0.825957123736493
ENSG00000123610	TNFAIP6	0.7	0.194895800226302
ENSG00000123612	ACVR1C	0.2	0.584731800687467
ENSG00000123643	SLC36A1	-0.3	0.145187130432147
ENSG00000123684	LPGAT1	-0.1	0.564582803441036
ENSG00000123685	BATF3	0.1	0.798703267171457
ENSG00000123689	G0S2	0.8	0.035109699718026
ENSG00000123700	KCNJ2	0.5	0.105018942727551
ENSG00000123728	RAP2C	0.3	0.131863768853156
ENSG00000123737	EXOSC9	0.4	0.236223263395151
ENSG00000123739	PLA2G12A	-0.6	0.00393274238671694
ENSG00000123810	B9D2	0.2	0.679974317396215
ENSG00000123815	COQ8B	0.1	0.738753626342917
ENSG00000123836	PFKFB2	0.6	3.86618475754695E-4
ENSG00000123838	C4BPA	-0.1	0.842657818297131
ENSG00000123843	C4BPB	0.1	0.828283200003035
ENSG00000123870	ZNF137P	-0.2	0.752639627285053
ENSG00000123892	RAB38	0.2	0.714226372269908
ENSG00000123901	GPR83	-0.3	0.670046488269343
ENSG00000123908	AGO2	0.2	0.181001442665465
ENSG00000123933	MXD4	0.1	0.817266689203677
ENSG00000123975	CKS2	-0.4	0.543758968357896
ENSG00000123983	ACSL3	0.2	0.206248735074307
ENSG00000123989	CHPF	-0.4	0.293448296574658
ENSG00000123992	DNPEP	-0.4	0.0701882882084656
ENSG00000124006	OBSL1	-0.3	0.388096350175002
ENSG00000124019	FAM124B	-0.4	0.418387033139414
ENSG00000124074	ENKD1	-0.6	0.252368743186213
ENSG00000124091	GCNT7	-0.2	0.608504341951282
ENSG00000124098	FAM210B	-0.1	0.699321493365993
ENSG00000124102	PI3	0.7	0.137215492751457
ENSG00000124104	SNX21	0.2	0.663602444030939
ENSG00000124116	WFDC3	0.2	0.767819748876688
ENSG00000124120	TTPAL	0.1	0.702470987109286
ENSG00000124126	PREX1	0.1	0.718225522810622
ENSG00000124134	KCNS1	-0.3	0.584731800687467
ENSG00000124140	SLC12A5	-0.3	0.590249751598037
ENSG00000124145	SDC4	1.3	2.51402652335574E-10
ENSG00000124151	NCOA3	0.4	0.00668140145061833
ENSG00000124155	PIGT	0.2	0.184366857703368
ENSG00000124164	VAPB	0.2	0.386976274641375
ENSG00000124171	PARD6B	-0.2	0.521347745388318
ENSG00000124172	ATP5F1E	0.5	0.0544999576607707
ENSG00000124181	PLCG1	-0.3	0.127250623755603
ENSG00000124191	TOX2	-0.6	0.104355477604674
ENSG00000124193	SRSF6	0.1	0.437238092151455
ENSG00000124194	GDAP1L1	-0.7	0.128798008112179
ENSG00000124201	ZNFX1	-0.1	0.558786699841387
ENSG00000124203	ZNF831	-0.1	0.92239317980103
ENSG00000124205	EDN3	-0.4	0.255939130489253
ENSG00000124207	CSE1L	0.3	0.0541598467124879
ENSG00000124209	RAB22A	0.1	0.538981069914959
ENSG00000124212	PTGIS	-0.2	0.431133293798564
ENSG00000124215	CDH26	-0.1	0.832086974949093
ENSG00000124225	PMEPA1	-0.1	0.885831469159811
ENSG00000124226	RNF114	-0.1	0.775441326767355
ENSG00000124232	RBPJL	-0.1	0.850461765501957
ENSG00000124243	BCAS4	-0.4	0.402147389696542
ENSG00000124251	TP53TG5	-0.1	0.941947016327648
ENSG00000124253	PCK1	-0.1	0.89629980752783
ENSG00000124256	ZBP1	0.3	0.450406759838378
ENSG00000124275	MTRR	-0.3	0.207790447864651
ENSG00000124279	FASTKD3	-0.1	0.880721614879815
ENSG00000124299	PEPD	-0.8	1.09761375762262E-5
ENSG00000124313	IQSEC2	0.1	0.823179012107661
ENSG00000124333	VAMP7	-0.2	0.554393914499345
ENSG00000124356	STAMBP	-0.1	0.544755185356998
ENSG00000124370	MCEE	-0.1	0.858554923594059
ENSG00000124374	PAIP2B	0.1	0.738786095496546
ENSG00000124380	SNRNP27	0.5	0.10733499496631
ENSG00000124383	MPHOSPH10	0.4	0.0625006169145249
ENSG00000124399	NDUFB4P12	-1.0	0.00943504000206745
ENSG00000124406	ATP8A1	-0.4	0.0109018729844775
ENSG00000124422	USP22	0.3	0.00824253188675443
ENSG00000124429	POF1B	-0.2	0.455844144817548
ENSG00000124440	HIF3A	0.1	0.873198469241569
ENSG00000124444	ZNF576	0.3	0.492036859026131
ENSG00000124459	ZNF45	-0.2	0.491186919200643
ENSG00000124491	F13A1	0.1	0.781706898252087
ENSG00000124493	GRM4	0.8	0.078947061343571
ENSG00000124496	TRERF1	-0.1	0.67861349760453
ENSG00000124507	PACSIN1	0.2	0.826342472011713
ENSG00000124508	BTN2A2	0.2	0.581032181300531
ENSG00000124535	WRNIP1	0.1	0.748643265172119
ENSG00000124549	BTN2A3P	-0.5	0.221211666332301
ENSG00000124557	BTN1A1	-0.3	0.585975057316768
ENSG00000124562	SNRPC	1.2	1.3699019250402E-8
ENSG00000124568	SLC17A1	0.3	0.580546824293134
ENSG00000124571	XPO5	-0.2	0.569175044405568
ENSG00000124574	ABCC10	-0.2	0.599035278925547
ENSG00000124575	H1-3	-0.1	0.878942445275767
ENSG00000124587	PEX6	-0.4	0.260286566076715
ENSG00000124588	NQO2	-0.2	0.505766106122543
ENSG00000124593	AL365205.1	0.8	0.106957335993139
ENSG00000124596	OARD1	0.4	0.00631803735590873
ENSG00000124602	UNC5CL	0.5	0.0849515720791635
ENSG00000124608	AARS2	-0.2	0.561121679297026
ENSG00000124613	ZNF391	0.3	0.480113448044557
ENSG00000124615	MOCS1	0.3	0.508504854076789
ENSG00000124635	H2BC11	-0.1	0.889431167163318
ENSG00000124641	MED20	-0.2	0.505316474026688
ENSG00000124659	TBCC	0.7	0.00131786935671956
ENSG00000124664	SPDEF	0.5	0.340794244554941
ENSG00000124688	MAD2L1BP	0.3	0.409639148116069
ENSG00000124701	APOBEC2	-0.4	0.484076075113846
ENSG00000124702	KLHDC3	-0.2	0.662092940334298
ENSG00000124721	DNAH8	0.1	0.83881463016046
ENSG00000124731	TREM1	0.7	0.0913405237609473
ENSG00000124733	MEA1	0.2	0.594699225131896
ENSG00000124743	KLHL31	0.3	0.575593944865195
ENSG00000124749	COL21A1	-0.3	0.525602202405669
ENSG00000124762	CDKN1A	-0.7	4.64234137085671E-6
ENSG00000124766	SOX4	0.8	2.69371241078305E-9
ENSG00000124767	GLO1	-0.1	0.727093957422496
ENSG00000124772	CPNE5	0.7	0.0435515412730714
ENSG00000124780	KCNK17	0.4	0.506205612671557
ENSG00000124782	RREB1	-0.1	0.470195921950939
ENSG00000124783	SSR1	0.5	1.4041371727699E-4
ENSG00000124784	RIOK1	0.6	0.0052673430634684
ENSG00000124785	NRN1	0.4	0.278395224803132
ENSG00000124786	SLC35B3	0.2	0.547107738596026
ENSG00000124789	NUP153	-0.1	0.756883974583463
ENSG00000124795	DEK	0.4	0.00200863628419937
ENSG00000124802	EEF1E1	0.6	0.174413555019251
ENSG00000124812	CRISP1	-0.2	0.801861082709164
ENSG00000124831	LRRFIP1	-0.1	0.391667692137977
ENSG00000124835	AC105760.1	-0.1	0.911072662333335
ENSG00000124875	CXCL6	0.4	0.560830784319396
ENSG00000124882	EREG	0.4	0.39313859193253
ENSG00000124920	MYRF	-0.1	0.740755071497374
ENSG00000124942	AHNAK	-0.4	1.33664966488249E-4
ENSG00000125037	EMC3	-0.3	0.32265706959549
ENSG00000125046	SSUH2	-1.4	6.71716786284177E-8
ENSG00000125089	SH3TC1	0.7	0.103189657293722
ENSG00000125107	CNOT1	-0.2	0.00383744161277717
ENSG00000125124	BBS2	-0.1	0.619450038518679
ENSG00000125144	MT1G	1.1	7.71230983959502E-4
ENSG00000125149	C16orf70	-0.2	0.656032237965143
ENSG00000125166	GOT2	-0.1	0.716002469864034
ENSG00000125170	DOK4	-0.7	0.00285256364447873
ENSG00000125245	GPR18	-0.3	0.254263849547758
ENSG00000125246	CLYBL	-0.5	0.0302048647902152
ENSG00000125249	RAP2A	0.9	2.0603465954643E-21
ENSG00000125255	SLC10A2	-0.7	0.0459679784063198
ENSG00000125257	ABCC4	-0.2	0.278291528220113
ENSG00000125266	EFNB2	0.1	0.78261093655874
ENSG00000125347	IRF1	0.2	0.552850604920943
ENSG00000125351	UPF3B	-0.1	0.849394425338452
ENSG00000125352	RNF113A	-0.2	0.504428824873088
ENSG00000125354	SEPTIN6	0.2	0.543105508800516
ENSG00000125355	TMEM255A	-0.1	0.84932410601673
ENSG00000125356	NDUFA1	0.4	0.0565822647431995
ENSG00000125375	DMAC2L	-0.1	0.86610500630946
ENSG00000125378	BMP4	-0.1	0.734227944587373
ENSG00000125384	PTGER2	-0.1	0.84691117469484
ENSG00000125388	GRK4	0.1	0.827356810993215
ENSG00000125398	SOX9	0.9	2.75299301776473E-8
ENSG00000125409	TEKT3	-0.9	0.0308366744442197
ENSG00000125414	MYH2	-0.3	0.593081905917084
ENSG00000125430	HS3ST3B1	0.1	0.855629068558197
ENSG00000125434	SLC25A35	0.2	0.661454337253698
ENSG00000125447	GGA3	-0.3	0.206248735074307
ENSG00000125449	ARMC7	0.5	0.228004548018699
ENSG00000125454	SLC25A19	-0.3	0.50682189487015
ENSG00000125457	MIF4GD	-0.5	0.223177840933757
ENSG00000125458	NT5C	-0.2	0.743398718649212
ENSG00000125459	MSTO1	0.8	0.0369823785921318
ENSG00000125462	C1orf61	0.3	0.619323458834429
ENSG00000125482	TTF1	0.1	0.882079015465045
ENSG00000125485	DDX31	0.1	0.812772413132463
ENSG00000125503	PPP1R12C	0.1	0.612863088532005
ENSG00000125505	MBOAT7	0.3	0.456972188707335
ENSG00000125520	SLC2A4RG	0.5	0.103144535693356
ENSG00000125534	PPDPF	0.5	0.084701889688453
ENSG00000125538	IL1B	1.5	2.89785639597438E-5
ENSG00000125611	CHCHD5	0.2	0.800252765109358
ENSG00000125618	PAX8	-0.2	0.674923328892692
ENSG00000125629	INSIG2	-0.1	0.703668723862597
ENSG00000125631	HTR5BP	0.1	0.849221342762048
ENSG00000125633	CCDC93	0.1	0.663996371882003
ENSG00000125637	PSD4	-0.3	0.169552528873393
ENSG00000125650	PSPN	0.3	0.517336266654895
ENSG00000125651	GTF2F1	-0.3	0.194019787878748
ENSG00000125652	ALKBH7	0.5	0.398697337470575
ENSG00000125656	CLPP	0.5	0.293464515591585
ENSG00000125675	GRIA3	-0.2	0.708354293564453
ENSG00000125676	THOC2	0.1	0.149426427851285
ENSG00000125686	MED1	0.3	0.0697282474513565
ENSG00000125691	RPL23	-0.2	0.115474637037156
ENSG00000125703	ATG4C	0.1	0.778965139374773
ENSG00000125726	CD70	0.5	0.350166291812759
ENSG00000125730	C3	-0.2	0.612863088532005
ENSG00000125731	SH2D3A	-0.4	0.156111792651292
ENSG00000125733	TRIP10	-0.8	6.70362415458358E-5
ENSG00000125734	GPR108	-0.1	0.828057185850905
ENSG00000125735	TNFSF14	0.5	0.0936445135169975
ENSG00000125740	FOSB	0.8	0.0071563717768735
ENSG00000125743	SNRPD2	-0.3	0.18492528119237
ENSG00000125746	EML2	1.1	1.01553940336004E-9
ENSG00000125753	VASP	0.5	0.031237215108027
ENSG00000125775	SDCBP2	-0.2	0.383273120163174
ENSG00000125798	FOXA2	-0.7	0.140737368606133
ENSG00000125810	CD93	0.5	0.00329667875137763
ENSG00000125814	NAPB	-0.1	0.760511514389224
ENSG00000125817	CENPB	0.1	0.790837762447375
ENSG00000125820	NKX2-2	1.5	2.25152696246759E-4
ENSG00000125821	DTD1	0.3	0.490959306632348
ENSG00000125826	RBCK1	-0.6	0.00256685275583225
ENSG00000125827	TMX4	-0.3	0.0529394519696033
ENSG00000125834	STK35	0.5	0.0015483359349823
ENSG00000125841	NRSN2	0.5	0.185403058304663
ENSG00000125843	AP5S1	0.1	0.917947127390483
ENSG00000125844	RRBP1	0.2	0.108494908242819
ENSG00000125845	BMP2	0.4	0.120612265743367
ENSG00000125846	ZNF133	-0.2	0.732267280513924
ENSG00000125850	OVOL2	0.8	0.0298153564207964
ENSG00000125863	MKKS	-0.6	0.0362468684821782
ENSG00000125864	BFSP1	-0.1	0.908097362553777
ENSG00000125868	DSTN	-0.4	0.112139739537604
ENSG00000125870	SNRPB2	0.8	5.02217902276943E-9
ENSG00000125871	MGME1	-0.2	0.653739639172752
ENSG00000125875	TBC1D20	0.2	0.233999017679975
ENSG00000125877	ITPA	1.0	5.13268961094572E-7
ENSG00000125878	TCF15	1.4	1.54329627134898E-4
ENSG00000125885	MCM8	-0.2	0.565035230607202
ENSG00000125898	FAM110A	-0.2	0.758396536427711
ENSG00000125901	MRPS26	1.1	3.68975198585822E-4
ENSG00000125910	S1PR4	0.6	0.275798211144609
ENSG00000125945	ZNF436	-0.2	0.672663825534009
ENSG00000125952	MAX	0.2	0.178092365348052
ENSG00000125966	MMP24	-0.2	0.728071854137465
ENSG00000125967	NECAB3	-0.1	0.828218584390399
ENSG00000125968	ID1	1.4	3.80759731814297E-7
ENSG00000125970	RALY	0.2	0.389673157245502
ENSG00000125971	DYNLRB1	-0.5	9.1326652853097E-4
ENSG00000125977	EIF2S2	0.8	1.89805810224753E-7
ENSG00000125995	ROMO1	0.1	0.779690760960832
ENSG00000125997	BPIFB9P	0.2	0.719952531810638
ENSG00000125998	FAM83C	-0.1	0.914942481965345
ENSG00000126001	CEP250	-0.2	0.447936851165182
ENSG00000126003	PLAGL2	-0.1	0.852829361810026
ENSG00000126005	MMP24OS	-0.1	0.873198469241569
ENSG00000126012	KDM5C	-0.4	0.00403242256885583
ENSG00000126016	AMOT	-0.1	0.80838544171939
ENSG00000126062	TMEM115	0.1	0.826059497929853
ENSG00000126067	PSMB2	0.3	0.0899247798479312
ENSG00000126070	AGO3	0.1	0.592539844022667
ENSG00000126091	ST3GAL3	-0.1	0.843953490687301
ENSG00000126107	HECTD3	-0.2	0.260815721502646
ENSG00000126214	KLC1	-0.3	0.084701889688453
ENSG00000126215	XRCC3	-0.2	0.824088388420741
ENSG00000126216	TUBGCP3	-0.2	0.45506437624887
ENSG00000126218	F10	-1.0	0.00998163523281421
ENSG00000126226	PCID2	-0.1	0.718030149795349
ENSG00000126243	LRFN3	0.3	0.392250308171141
ENSG00000126246	IGFLR1	-0.1	0.840247740979439
ENSG00000126247	CAPNS1	-0.2	0.555355858553045
ENSG00000126254	RBM42	-0.2	0.569055405042606
ENSG00000126261	UBA2	-0.3	0.0787254855952405
ENSG00000126262	FFAR2	0.4	0.379603420299452
ENSG00000126264	HCST	0.7	0.172594921963763
ENSG00000126267	COX6B1	-0.5	2.12791987901142E-4
ENSG00000126351	THRA	0.1	0.790445686915281
ENSG00000126353	CCR7	-0.3	0.581032181300531
ENSG00000126368	NR1D1	0.4	0.248746696104776
ENSG00000126391	FRMD8	0.2	0.549804861296981
ENSG00000126432	PRDX5	-0.6	0.0133912290952773
ENSG00000126456	IRF3	-0.1	0.824826851025598
ENSG00000126457	PRMT1	0.6	0.00194792146223075
ENSG00000126458	RRAS	0.2	0.724868261173284
ENSG00000126460	PRRG2	0.5	0.338554433959554
ENSG00000126461	SCAF1	0.1	0.772724651769922
ENSG00000126464	PRR12	-0.2	0.523477495336248
ENSG00000126522	ASL	0.5	0.0951257905892922
ENSG00000126524	SBDS	0.2	0.191591496451827
ENSG00000126561	STAT5A	0.4	0.13237761937671
ENSG00000126562	WNK4	-0.5	0.107951260979911
ENSG00000126581	BECN1	-0.3	0.220617172772602
ENSG00000126602	TRAP1	-0.4	0.269099175099574
ENSG00000126603	GLIS2	0.4	0.438905169139427
ENSG00000126653	NSRP1	0.2	0.150458773742113
ENSG00000126698	DNAJC8	-0.2	0.506205612671557
ENSG00000126705	AHDC1	-0.3	0.409685248758577
ENSG00000126709	IFI6	0.2	0.580697423792403
ENSG00000126756	UXT	0.2	0.438905169139427
ENSG00000126767	ELK1	-0.1	0.903894753253907
ENSG00000126768	TIMM17B	-0.5	0.165669135114684
ENSG00000126773	PCNX4	0.1	0.346618135851271
ENSG00000126775	ATG14	-0.1	0.806451138119205
ENSG00000126777	KTN1	0.1	0.303869890163088
ENSG00000126785	RHOJ	0.2	0.562436440032231
ENSG00000126787	DLGAP5	-0.1	0.84571748261289
ENSG00000126790	L3HYPDH	0.2	0.635500819860574
ENSG00000126803	HSPA2	-0.5	0.0508676157224356
ENSG00000126814	TRMT5	-0.1	0.916907644948477
ENSG00000126821	SGPP1	-0.3	0.502011022647901
ENSG00000126822	PLEKHG3	-0.2	0.585018410221611
ENSG00000126838	PZP	-0.4	0.257068669792036
ENSG00000126860	EVI2A	0.1	0.937024211427808
ENSG00000126861	OMG	0.5	0.0596693747671334
ENSG00000126870	WDR60	-0.2	0.232941190764993
ENSG00000126878	AIF1L	0.5	0.14369015820281
ENSG00000126882	FAM78A	-0.1	0.912743555715239
ENSG00000126883	NUP214	0.1	0.445190232620747
ENSG00000126903	SLC10A3	0.4	0.340688120324362
ENSG00000126934	MAP2K2	-0.3	0.318762665682955
ENSG00000126945	HNRNPH2	0.1	0.435774232020495
ENSG00000126947	ARMCX1	-0.3	0.466441485468876
ENSG00000126950	TMEM35A	0.3	0.580697423792403
ENSG00000126953	TIMM8A	0.1	0.919984101704763
ENSG00000126970	ZC4H2	-0.1	0.80838544171939
ENSG00000127022	CANX	0.2	0.133372012471352
ENSG00000127054	INTS11	0.1	0.884048968510668
ENSG00000127074	RGS13	-0.5	0.231348024403475
ENSG00000127080	IPPK	-0.3	0.583256586178114
ENSG00000127083	OMD	0.1	0.843953490687301
ENSG00000127084	FGD3	-0.1	0.852819002767554
ENSG00000127124	HIVEP3	0.3	0.277241819680676
ENSG00000127125	PPCS	0.2	0.437238092151455
ENSG00000127129	EDN2	-0.3	0.5920770614829
ENSG00000127152	BCL11B	0.2	0.59337485055196
ENSG00000127191	TRAF2	-0.1	0.896527390801891
ENSG00000127241	MASP1	-0.1	0.89431053987254
ENSG00000127249	ATP13A4	-0.2	0.801057218374716
ENSG00000127311	HELB	0.3	0.165893246795342
ENSG00000127314	RAP1B	0.2	0.317162712847868
ENSG00000127324	TSPAN8	0.4	0.0496708286491487
ENSG00000127328	RAB3IP	-0.1	0.714027855380218
ENSG00000127334	DYRK2	-0.4	0.00456539861138764
ENSG00000127337	YEATS4	0.2	0.674380760691295
ENSG00000127362	TAS2R3	-0.5	0.274925134365806
ENSG00000127364	TAS2R4	-0.2	0.710590248238582
ENSG00000127399	LRRC61	-0.1	0.941888457103935
ENSG00000127415	IDUA	-0.2	0.819498448940094
ENSG00000127418	FGFRL1	0.3	0.383537289909265
ENSG00000127419	TMEM175	-0.4	0.206310858553374
ENSG00000127423	AUNIP	0.1	0.865088559435293
ENSG00000127445	PIN1	-0.6	0.0191778326247513
ENSG00000127452	FBXL12	-0.5	0.099616708498614
ENSG00000127463	EMC1	0.1	0.789596822310636
ENSG00000127481	UBR4	-0.3	3.08626152069773E-4
ENSG00000127483	HP1BP3	0.2	0.231937151904076
ENSG00000127507	ADGRE2	0.5	0.242633045639378
ENSG00000127526	SLC35E1	0.2	0.491190061192453
ENSG00000127528	KLF2	0.4	0.268410209496008
ENSG00000127530	OR7C1	-0.4	0.419839780551323
ENSG00000127533	F2RL3	0.1	0.881064457844579
ENSG00000127540	UQCR11	0.2	0.702860939353461
ENSG00000127554	GFER	-0.3	0.385166204463851
ENSG00000127578	WFIKKN1	-0.3	0.67659504450012
ENSG00000127580	WDR24	-0.8	0.0877664618265846
ENSG00000127586	CHTF18	-0.7	0.180634162303948
ENSG00000127588	GNG13	-0.1	0.876788121627374
ENSG00000127603	MACF1	-0.1	0.325635255896955
ENSG00000127616	SMARCA4	-0.2	0.491551839503107
ENSG00000127663	KDM4B	-0.1	0.775418654680462
ENSG00000127666	TICAM1	0.9	2.95473581474457E-4
ENSG00000127720	METTL25	-0.1	0.72309052213125
ENSG00000127804	METTL16	0.1	0.882684794464493
ENSG00000127831	VIL1	-0.6	5.55817014224694E-4
ENSG00000127837	AAMP	0.9	5.42107523383442E-8
ENSG00000127838	PNKD	-0.2	0.609124769994745
ENSG00000127863	TNFRSF19	0.2	0.776504386037156
ENSG00000127870	RNF6	-0.3	0.11738848974993
ENSG00000127884	ECHS1	-0.5	0.011395145329654
ENSG00000127914	AKAP9	-0.4	1.84139527298778E-4
ENSG00000127920	GNG11	0.1	0.938614936301478
ENSG00000127922	SEM1	-0.4	0.0281801488598587
ENSG00000127947	PTPN12	0.1	0.427891159188938
ENSG00000127948	POR	0.2	0.471077423232363
ENSG00000127951	FGL2	0.1	0.74354912264205
ENSG00000127952	STYXL1	-0.1	0.783976639410511
ENSG00000127954	STEAP4	0.6	0.0167193781536685
ENSG00000127955	GNAI1	0.4	0.0355934874182698
ENSG00000127980	PEX1	0.2	0.587353664356059
ENSG00000127989	MTERF1	0.2	0.559560029693853
ENSG00000127990	SGCE	-0.1	0.828218584390399
ENSG00000127993	RBM48	-0.6	0.0231661893962541
ENSG00000127995	CASD1	0.4	0.11241626515351
ENSG00000128000	ZNF780B	0.2	0.524225137902754
ENSG00000128011	LRFN1	-0.6	0.098560559890176
ENSG00000128016	ZFP36	0.5	0.0131774569076964
ENSG00000128039	SRD5A3	0.4	0.405796970918493
ENSG00000128045	RASL11B	-0.3	0.597293768451684
ENSG00000128050	PAICS	0.1	0.810957955616128
ENSG00000128052	KDR	0.2	0.248746696104776
ENSG00000128059	PPAT	0.5	0.0360724671434007
ENSG00000128159	TUBGCP6	-0.6	0.00159034170844101
ENSG00000128165	ADM2	-0.3	0.655029500604861
ENSG00000128191	DGCR8	-0.3	0.0896997468896026
ENSG00000128203	ASPHD2	0.4	0.504555860367107
ENSG00000128218	VPREB3	-0.5	0.303220407606679
ENSG00000128228	SDF2L1	1.4	4.04770214041056E-12
ENSG00000128242	GAL3ST1	-0.5	0.214950953214432
